replication,strategy,budget,best_r2
4,AIBA,23,0.9979302878586147
4,AIBA,24,0.9979302878586147
4,AIBA,25,0.9979302878586147
4,AIBA,26,0.9979302878586147
4,AIBA,27,0.9979302878586147
4,AIBA,28,0.9979302878586147
4,AIBA,29,0.9979302878586147
4,AIBA,30,0.9979302878586147
4,AIBA,31,0.9979302878586147
4,AIBA,32,0.9979302878586147
4,AIBA,33,0.9979302878586147
4,AIBA,34,0.9979302878586147
4,AIBA,35,0.9979302878586147
4,AIBA,36,0.9979302878586147
4,AIBA,37,0.9979302878586147
4,AIBA,38,0.9979302878586147
4,AIBA,39,0.9979302878586147
4,AIBA,40,0.9979302878586147
4,AIBA,41,0.9979302878586147
4,AIBA,42,0.9979302878586147
4,AIBA,43,0.9979302878586147
4,AIBA,44,0.9979302878586147
4,AIBA,45,0.9979302878586147
4,AIBA,46,0.9979302878586147
4,AIBA,47,0.9979302878586147
4,AIBA,48,0.9979302878586147
4,AIBA,49,0.9979302878586147
4,AIBA,50,0.9979302878586147
4,AIBA,51,0.9979302878586147
4,AIBA,52,0.9979302878586147
4,AIBA,53,0.9979302878586147
4,AIBA,54,0.9979302878586147
4,AIBA,55,0.9979302878586147
4,AIBA,56,0.9979302878586147
4,AIBA,57,0.9979302878586147
4,AIBA,58,0.9979302878586147
4,AIBA,59,0.9979302878586147
4,AIBA,60,0.9979302878586147
4,AIBA,61,0.9979302878586147
4,AIBA,62,0.9979302878586147
4,AIBA,63,0.9979302878586147
4,AIBA,64,0.9979302878586147
4,AIBA,65,0.9979302878586147
4,AIBA,66,0.9979302878586147
4,AIBA,67,0.9979302878586147
4,AIBA,68,0.9979302878586147
4,AIBA,69,0.9979302878586147
4,AIBA,70,0.9979302878586147
4,AIBA,71,0.9979302878586147
4,AIBA,72,0.9979302878586147
4,AIBA,73,0.9979302878586147
4,AIBA,74,0.9979302878586147
4,AIBA,75,0.9979302878586147
4,AIBA,76,0.9979302878586147
