batch_size,max_epochs,learning_rate,neurons,dropout_rate,num_hidden_layers,activation,r2,training_seconds,actual_epochs,num_params,seed,replication,stage
12,15,1.0683313184373794e-05,267,0.0025239551277331605,1,0.5,-0.6594349842562701,0.5106498000677675,15,2137,312098,3,initial_shared
16,2,0.0009330914071788573,9,0.00019746913092628056,2,0.5,-0.791328558006243,0.3976357999490574,2,163,312099,3,initial_shared
7,60,5.71053914295425e-05,4,0.06265348480527635,3,1.0,-0.6930654693091804,1.8306569999549538,60,73,312100,3,initial_shared
35,178,0.0687239624409724,74,0.00030471095247622964,2,1.0,0.871662567070244,1.5293664999771863,178,6143,312101,3,initial_shared
3,12,0.001371210322671274,133,0.0004474233033819293,3,0.0,0.9713834931571778,1.1175314000574872,12,36709,312102,3,initial_shared
119,135,3.2252385366962234e-05,15,7.61734116842867e-05,3,0.5,-0.8228576387701618,0.8385579000459984,135,601,312103,3,initial_shared
10,8,6.242902581974608e-05,8,0.00024006437119559361,1,0.0,-0.8200916923134858,0.4273201000178233,8,65,312104,3,initial_shared
1,1,0.027053972120872277,19,0.15465577428428695,1,0.5,0.4312247095943845,0.4111352999461815,1,153,312105,3,initial_shared
4,216,0.0010403819766693489,7,6.342121086912526e-05,3,0.5,0.9689307165085429,8.59798329998739,216,169,312106,3,initial_shared
96,67,0.0020324506098396864,8,0.0001355205997638054,2,0.0,0.20009610718819204,0.553494599997066,67,137,312107,3,initial_shared
12,1,1.2575387115087997e-05,11,2.5728615359122502e-05,3,1.0,-0.8298908586586613,0.4699808000586927,1,353,312108,3,initial_shared
4,181,0.0004340706228133856,82,0.003002620960995118,3,0.0,0.9880497019613915,8.13541820005048,181,14269,312109,3,initial_shared
56,15,2.2541221089662247e-05,18,0.08026989756526623,1,1.0,-0.7495319606304713,0.36330580001231283,15,145,312110,3,initial_shared
65,6,0.00018109377563483163,19,9.313723090756568e-05,2,1.0,-0.78000520145731,0.39362830005120486,6,533,312111,3,initial_shared
198,1,0.00039418061725430474,126,1.6915083958373514e-05,3,1.0,-0.7494596372329474,0.43884209997486323,1,33013,312112,3,initial_shared
1,198,0.03375289685017279,576,0.011230596745960122,3,1.0,0.6030280357266626,113.2533575000707,198,669313,312113,3,initial_shared
3,5,0.04871070825762335,35,0.0035797511757881526,2,0.0,0.8860108951125315,0.5865081999218091,5,1541,312114,3,initial_shared
207,3,0.0013654934730630908,321,6.854983576084819e-05,3,0.5,-0.22806190394303782,0.46750950010027736,3,209293,312115,3,initial_shared
7,147,4.7071224273269285e-05,17,0.40264731145601024,1,0.5,-0.6591955448120934,3.2357759999576956,147,137,312116,3,initial_shared
15,2,0.00014841701846920086,4,3.246997357407032e-05,2,1.0,-0.7884447402717725,0.39767550001852214,2,53,312117,3,initial_shared
143,13,0.0002108864029195328,7,0.026504127191556995,2,0.5,-0.8713285828390009,0.40927689999807626,13,113,312118,3,initial_shared
82,2,0.0009117815123892541,42,0.0001398757011449296,1,0.0,-0.8253657748469143,0.2696695000631735,2,337,312119,3,initial_shared
158,4,1.2249835717995225e-05,56,0.0021721508071450147,1,1.0,-0.8126996323962996,0.32103790005203336,4,449,312120,3,initial_shared
6,7,9.559929891243387e-05,6,3.200956402655589e-05,2,1.0,-0.7805185279584201,0.5505409999750555,7,91,312121,3,initial_shared
8,2,1.0564088083760212e-05,17,1.338132174560959e-05,2,0.5,-0.6689432590563853,0.4355046000564471,2,443,312122,3,initial_shared
2,26,0.017023320964486225,16,0.6004815860802419,3,1.0,0.58000898040447,2.2665684999665245,26,673,312123,3,initial_shared
4,10,0.00014001803857182797,32,0.00023629516989518443,2,0.5,-0.5761655476038792,0.7591666999505833,10,1313,312124,3,initial_shared
80,2,0.05899348492259184,5,0.01991220656893547,2,0.5,-0.5759200262906694,0.37032969994470477,2,71,312125,3,initial_shared
1,204,0.0005224032621276429,11,0.0021227804578620242,1,1.0,0.9720815856332817,25.178673100075684,204,89,312126,3,initial_shared
48,22,0.03124729486223644,81,0.0013882906495724455,1,0.0,0.9750006134525111,0.4118527000537142,22,649,322027,3,guided_extension
116,8,0.032118618898419375,122,0.003599486653646299,1,0.0,0.7572245210568952,0.32165649998933077,8,977,322028,3,guided_extension
30,165,0.04044511152573186,331,0.0006063618625983218,2,0.0,0.9929604707934218,2.7101295000175014,165,112541,322029,3,guided_extension
1,69,0.01592307617802213,189,0.00013972922164486376,1,1.0,0.9617735355194243,8.987406500033103,69,1513,322030,3,guided_extension
84,140,0.020332474625075102,229,0.004658769698705265,1,0.5,0.9943561103674936,0.7133156000636518,140,1833,322031,3,guided_extension
6,10,0.035948852996277224,92,0.04037300387916478,1,0.0,0.9591352144983123,0.5218924999935552,10,737,322032,3,guided_extension
31,104,0.008598544066000021,268,3.455349987881848e-05,2,0.5,0.9959262198067234,1.41169350000564,104,74237,322033,3,guided_extension
138,22,0.04011729637197418,64,0.0022368657257663327,1,0.0,0.9106809031174224,0.34749219997320324,22,513,322034,3,guided_extension
53,47,0.019505559130295218,185,0.004343856395276928,1,0.5,0.9234072198925449,0.5110351999755949,47,1481,322035,3,guided_extension
58,14,0.010430198918972372,199,0.10348594944661378,2,1.0,0.47151896050170516,0.4732305998913944,14,41393,322036,3,guided_extension
3,9,0.01456280285531236,323,0.19602194186524272,1,1.0,0.9055973312537049,0.6796732000075281,9,2585,322037,3,guided_extension
3,25,0.01039688174994478,74,0.0005385931297903458,2,0.0,0.9786789892400521,1.5664431999903172,25,6143,322038,3,guided_extension
9,5,0.05536741133854167,100,0.00028334551121917973,2,0.0,0.9793394903958084,0.4953919000690803,5,10901,322039,3,guided_extension
153,34,0.018697296883022702,48,9.601602559094219e-05,1,0.0,0.8455375377761353,0.370645200018771,34,385,322040,3,guided_extension
10,215,0.04738456309606039,48,0.0001553015141601098,2,0.0,0.9910154218154326,3.8339113999390975,215,2737,322041,3,guided_extension
198,18,0.06217955921734214,60,0.001723383043587251,1,0.5,0.7243181609786342,0.34304800000973046,18,481,322042,3,guided_extension
8,75,0.030036678240344,78,0.0003223078821988843,1,0.5,0.9957922007702964,1.6496705999597907,75,625,322043,3,guided_extension
5,30,0.03357101854555654,70,0.00026254332543949155,1,0.5,0.9867154812749747,1.1633509000530466,30,561,322044,3,guided_extension
10,83,0.05320392676956146,68,0.05232022101924193,2,0.0,0.9284365623466155,1.7320908000692725,83,5237,322045,3,guided_extension
1,27,0.020781882837181895,60,0.00024662581692752865,2,0.0,0.9925901089936026,4.009427800076082,27,4141,322046,3,guided_extension
8,27,0.06025728526829425,8,3.2291972760141094e-05,2,0.0,0.9850552843525264,0.8895593999186531,27,137,332027,3,broad_extension
221,14,0.0001484457100349415,449,0.0004533026731217213,1,0.0,-0.7618377180193867,0.3719835999654606,14,3593,332028,3,broad_extension
91,1,0.030414911709782493,30,0.007014096529789919,3,0.0,0.11088088783363192,0.44837579992599785,1,2101,332029,3,broad_extension
1,5,0.002454115245683142,135,0.00015220627358839285,2,1.0,0.9376713683887908,1.0918305999366567,5,19441,332030,3,broad_extension
9,51,0.0025735855211327487,37,0.00016261562846135358,1,0.0,0.9270644182229825,1.1384439000394195,51,297,332031,3,broad_extension
147,6,1.8529983472193042e-05,25,0.000673066947391669,1,0.5,-0.7668429036842133,0.31132799992337823,6,201,332032,3,broad_extension
3,11,1.0933954752218307e-05,18,0.3838615632050902,3,0.5,-0.7995837799807952,0.9755480999592692,11,829,332033,3,broad_extension
1,237,0.04534963488008479,53,0.009326508052330575,3,1.0,0.6940991952591686,34.7160391000798,237,6149,332034,3,broad_extension
34,3,2.4183572780202844e-05,8,0.6589080029265089,3,1.0,-0.769785716326332,0.4947347999550402,3,209,332035,3,broad_extension
16,3,0.030514676770932687,186,5.490288911093455e-05,1,0.0,0.8581230858365108,0.334968899958767,3,1489,332036,3,broad_extension
59,360,0.002630564299780734,120,0.09203632122329031,2,0.5,0.9951792255158308,2.2306933000218123,360,15481,332037,3,broad_extension
198,248,3.237139464128412e-05,4,0.04968240431720341,3,0.0,-0.7850209995094313,0.9318611000198871,248,73,332038,3,broad_extension
118,33,0.0034983994154004256,36,0.0017309880995648905,2,0.5,-0.13437895890742912,0.4849937999388203,33,1621,332039,3,broad_extension
14,12,1.8999049507361066e-05,542,0.27191463603578775,1,1.0,-0.747323476110062,0.4751501000719145,12,4337,332040,3,broad_extension
3,87,0.015878166705785353,7,0.015502568698053137,2,0.5,0.9814303037262521,4.17380210000556,87,113,332041,3,broad_extension
1,154,0.008084774056968082,6,0.03114246286684257,2,1.0,0.9820296046362329,20.333400000003166,154,91,332042,3,broad_extension
60,46,0.0015590379786109363,110,0.021364502934554358,3,0.5,-0.08536973166789363,0.7626358000561595,46,25301,332043,3,broad_extension
5,7,2.988110703443183e-05,284,0.009437277224222648,3,0.5,-0.280229704700804,0.8588659999659285,7,164153,332044,3,broad_extension
9,18,0.02171888467401805,15,0.32350466878775064,2,0.0,0.9490509301420389,0.7249218000797555,18,361,332045,3,broad_extension
5,8,0.002649007299326515,5,0.01471728826299462,3,0.0,0.5391381350642732,1.787260500015691,8,101,332046,3,broad_extension
2,1,0.013114505649441218,94,0.04251988028705705,2,0.5,0.2033741211120027,0.4526432000566274,1,9683,412027,4,initial_shared
13,131,2.883493386941583e-05,120,0.0017143083948138779,3,1.0,0.44583015208769505,2.610329100047238,131,30001,412028,4,initial_shared
12,224,0.004554740760640582,38,0.00040398245013351547,3,0.5,0.9979302878586147,3.78983189992141,224,3269,412029,4,initial_shared
12,1,0.06150887209986499,13,0.0014830089170898236,1,1.0,0.3436720122221528,0.3256775001063943,1,105,412030,4,initial_shared
1,117,0.00013048843575949593,31,4.4873553056308536e-05,2,1.0,0.9609411930938141,16.093506500008516,117,1241,412031,4,initial_shared
27,373,0.08786616023864943,81,0.0039146845332785,2,0.5,0.9832079895978963,3.2730108000105247,373,7291,412032,4,initial_shared
13,148,0.001791319893524938,401,0.34063036704489597,3,0.0,0.9930477401559367,6.723146199947223,148,325613,412033,4,initial_shared
15,10,4.542390155755308e-05,13,5.50373401432907e-05,3,1.0,-0.5813211517942609,0.6020504999905825,10,469,412034,4,initial_shared
6,12,0.0002949405975433338,9,5.433614813002847e-05,2,0.0,-0.24198312309311332,0.6507514000404626,12,163,412035,4,initial_shared
168,1,0.0012516804691696075,88,0.103088693866691,3,1.0,-0.5324048775611019,0.4635146999498829,1,16369,412036,4,initial_shared
2,100,3.5469482001416145e-05,188,0.018887294264136403,3,0.5,0.21901836506256878,9.244113399996422,100,72569,412037,4,initial_shared
40,3,0.015862527387096308,556,0.05040527233252686,1,0.5,0.21206553967098296,0.3416229001013562,3,4449,412038,4,initial_shared
58,5,0.0011665137578019983,78,0.005788467152499102,2,0.5,-0.18017993463659576,0.4202671000966802,5,6787,412039,4,initial_shared
10,55,3.0293500867567574e-05,51,0.0003376103931003233,1,0.0,-0.47705277618059583,1.1532938999589533,55,409,412040,4,initial_shared
71,397,0.00013603423867378852,96,0.037207875184540364,2,0.5,0.03130072963770458,2.0902456999756396,397,10081,412041,4,initial_shared
65,36,6.319041056859369e-05,373,0.00013054152155442012,2,0.0,-0.13834780495754484,0.6936470000073314,36,142487,412042,4,initial_shared
11,52,0.00025841630408323887,50,0.019661958153889783,2,0.5,0.018343126922984898,1.1611984999617562,52,2951,412043,4,initial_shared
3,38,0.0006548701933089974,23,0.04510461643660607,1,0.0,0.7261196635488439,1.9019169999519363,38,185,412044,4,initial_shared
118,206,0.0006872698130405497,203,0.00016788396771435984,3,0.5,0.9396893857274216,1.5695602999767289,206,84449,412045,4,initial_shared
31,6,0.0013626732582581655,70,0.14584645111055433,1,0.0,-0.360261839520126,0.349891500081867,6,561,412046,4,initial_shared
4,4,0.04167707187685437,10,0.0006015864250790034,3,0.5,0.9491401595192968,0.6557404999621212,4,301,412047,4,initial_shared
143,2,0.00017643129011093742,43,0.1997692848618865,2,0.0,-0.5906752637472239,0.39496059995144606,2,2237,412048,4,initial_shared
58,150,0.0027127598312870213,39,0.0021358717334050204,3,0.0,0.9916802147924185,1.1513508000643924,150,3433,412049,4,initial_shared
9,11,0.00030791835943641056,10,0.020198560340098252,1,0.5,-0.470056759219182,0.4930280999979004,11,81,412050,4,initial_shared
8,29,0.0007581408661945991,5,0.0061046265256780455,2,0.5,-0.38977111012344245,0.9322793999454007,29,71,412051,4,initial_shared
3,63,0.0005673916714788031,102,0.00573541743560795,2,0.0,0.9937403971626575,3.3325443000067025,63,11323,412052,4,initial_shared
163,126,0.0001184027673688491,4,4.3357246207992584e-05,2,1.0,-0.5862293857385938,0.6354424000019208,126,53,412053,4,initial_shared
34,144,2.6265834547718946e-05,65,0.5010447504894686,3,1.0,-0.212681799727658,1.4657321000704542,144,9101,412054,4,initial_shared
230,78,0.05190617390775487,49,2.908690227768948e-05,1,0.5,0.9803897701041863,0.4661807999946177,78,393,412055,4,initial_shared
196,87,1.086680922877481e-05,10,0.0004663807760408405,3,0.0,-0.5326972293351737,0.6591649999609217,87,301,412056,4,initial_shared
139,11,0.00010472760358391003,119,0.023314431425501377,2,0.0,-0.5239691352444686,0.41427910001948476,11,15233,412057,4,initial_shared
120,32,0.0012505405900981455,141,0.00010174567288569264,1,0.5,0.019868987135076677,0.41018290002830327,32,1129,412058,4,initial_shared
107,120,0.001942136242324069,344,6.604721915857117e-05,2,0.0,0.9958461252219584,1.2065194000024348,120,121433,412059,4,initial_shared
208,3,0.051101447359395695,212,0.05239165879346588,2,1.0,0.03880267851993591,0.3933258999604732,3,46853,412060,4,initial_shared
11,2,0.00012350653459302385,106,3.5246878756827085e-05,1,1.0,-0.5621298904093504,0.34100930008571595,2,849,412061,4,initial_shared
8,131,1.9977862094538543e-05,7,0.44910905390004896,1,1.0,-0.5171130463124245,2.5156808000756428,131,57,412062,4,initial_shared
37,6,0.0017746754135412528,438,0.04869125098523293,2,0.5,0.014650276671509532,0.4709498999873176,6,195787,412063,4,initial_shared
48,5,0.0007675244789921865,159,0.03259620775141891,3,0.5,-0.02163463795817222,0.506929999915883,5,52153,412064,4,initial_shared
139,5,0.06816303452893255,21,0.1683957262660578,2,1.0,0.18851071794995533,0.39911639993079007,5,631,412065,4,initial_shared
3,30,0.0014073715478315025,267,2.3708213634262123e-05,1,0.5,0.6996511694214445,1.6002095999429002,30,2137,412066,4,initial_shared
78,7,0.003841677928081544,83,0.055667980437774156,3,0.5,-0.0008917761815989689,0.5026489000301808,7,14609,412067,4,initial_shared
23,5,2.5374403260977265e-05,96,0.0009385396074473621,2,1.0,-0.5021712403702474,0.43244669993873686,5,10081,412068,4,initial_shared
15,32,0.0010885286142535908,63,0.005728974102249378,1,0.0,0.6931340419240182,0.6374357999302447,32,505,412069,4,initial_shared
9,2,0.00014143283870710172,219,0.35144776769862435,2,0.5,-0.17214499647714665,0.43950279999990016,2,49933,412070,4,initial_shared
141,95,1.596422312697393e-05,331,0.5514284818238858,1,0.0,-0.5755689856525434,0.5734792000148445,95,2649,412071,4,initial_shared
9,11,0.0014811610242268733,407,7.004839646597813e-05,1,0.0,0.7579628544641281,0.5405683000572026,11,3257,412072,4,initial_shared
2,200,0.05757191065172852,342,1.8603476935503784e-05,2,0.5,-0.1280940571574014,25.098397900001146,200,120043,412073,4,initial_shared
35,352,0.04656148706663239,567,0.0016275750014492021,3,0.5,-0.09534152037984356,10.449003899935633,352,648649,412074,4,initial_shared
254,74,0.0038560185973801997,528,0.05335485424812403,3,1.0,0.8852764443150373,1.0926656000083312,74,562849,412075,4,initial_shared
5,58,0.03386658074509327,147,8.168855592770369e-05,2,0.5,0.9934464273728779,2.351075000013225,58,22933,412076,4,initial_shared
47,31,0.004602972302848478,178,0.3249801469295759,3,0.0,0.9685573070720844,0.7403799999738112,31,65149,412077,4,initial_shared
2,118,9.76345871308351e-05,27,0.0037811746242357026,2,0.0,0.8144167952130993,8.254705500090495,118,973,412078,4,initial_shared
1,3,0.002086095428747396,238,0.030161601684562344,3,1.0,0.5198449950129509,1.035715900012292,3,115669,412079,4,initial_shared
10,10,0.0013555000712636592,149,0.002249945763027402,1,0.0,0.6350391699721227,0.46181530004832894,10,1193,412080,4,initial_shared
2,57,0.024704111336243176,9,0.011503393843843397,2,0.5,0.9639961462063243,4.130114300060086,57,163,412081,4,initial_shared
7,8,0.00013700597163510128,225,0.038400257521620414,2,0.5,0.005164981336527985,0.6230039999354631,8,52651,412082,4,initial_shared
37,5,0.0006159298916237452,206,0.02264168681970264,2,0.5,-0.018720367958087403,0.42417579994071275,5,44291,412083,4,initial_shared
17,3,0.00043261810956476824,9,1.5784277276706593e-05,1,0.0,-0.5731156192152924,0.34134990000166,3,73,412084,4,initial_shared
3,3,0.0012149057535079354,58,0.0005438006429608875,2,1.0,0.4239995137139573,0.5256805999670178,3,3887,412085,4,initial_shared
137,17,0.009770081551121258,4,0.0010349019915099765,2,0.5,-0.31165190497363193,0.41827340004965663,17,53,412086,4,initial_shared
11,17,0.00018809330872512136,248,0.4590175770350372,1,0.0,-0.2655561834783371,0.5609583999030292,17,1985,412087,4,initial_shared
29,25,7.763015554248827e-05,170,0.07986725469502955,3,1.0,0.25847298599096136,0.7453490000916645,25,59501,412088,4,initial_shared
16,1,0.0007112938258511608,16,0.004560834672283101,1,1.0,-0.6509247668436267,0.31264649995137006,1,129,412089,4,initial_shared
41,188,0.00283746653093414,65,2.487978009282931e-05,3,0.5,0.9959312519621698,1.3409633000846952,188,9101,412090,4,initial_shared
2,187,0.0007507072541434997,20,0.0001438766353894533,1,0.5,0.9612071995636647,11.836007199948654,187,161,412091,4,initial_shared
14,81,0.00033658111122861044,44,1.048472188785983e-05,2,1.0,0.49233694228537983,1.3261848000111058,81,2333,412092,4,initial_shared
38,1,6.949185581593936e-05,11,0.0030500637118566778,1,0.0,-0.49689198897704867,0.3064080999465659,1,89,412093,4,initial_shared
37,125,0.025293637422484562,12,0.00021988540418702433,1,1.0,0.996834029201976,0.8679128000512719,125,97,412094,4,initial_shared
183,5,0.03295667478485188,159,0.0011558550152559984,3,0.0,0.47276628510960694,0.48616009997203946,5,52153,412095,4,initial_shared
117,2,1.8246843863236136e-05,79,0.5544255189772744,3,1.0,-0.5937697446877768,0.4665190000087023,2,13273,412096,4,initial_shared
7,1,0.09596452698077759,21,0.0031995617940206496,3,1.0,0.6914435233645563,0.4926200999179855,1,1093,412097,4,initial_shared
17,58,2.044527350115304e-05,571,0.011854767895428284,1,1.0,-0.43172825271568227,1.01022399996873,58,4569,412098,4,initial_shared
15,10,0.04831397087143847,251,0.01859323907653872,1,0.0,0.9873583973729604,0.43062270001973957,10,2009,412099,4,initial_shared
2,89,0.0003384634604954102,183,7.007818781833211e-05,2,0.5,0.995466988033859,7.041933200089261,89,35137,412100,4,initial_shared
1,169,0.004825298803257209,6,0.19291873975831894,2,0.0,0.9831971751470745,22.397114699939266,169,91,412101,4,initial_shared
77,1,0.00377737565888724,22,0.0003254107662387178,3,0.5,-0.47794619727645316,0.46529199997894466,1,1189,412102,4,initial_shared
57,41,0.0044599338268562945,9,7.412740016163574e-05,2,0.5,-0.04833468478188663,0.5454528999980539,41,163,412103,4,initial_shared
1,54,5.2637930986803624e-05,26,0.002622691883210657,3,1.0,0.30369769203979324,7.887945000082254,54,1613,412104,4,initial_shared
8,331,0.01349142823435215,21,0.512169561382622,3,1.0,0.9343462786163322,6.9550371000077575,331,1093,412105,4,initial_shared
3,3,0.018342640446882528,4,0.04214574608219601,2,0.5,0.30590240686165493,0.5056605000281706,3,53,412106,4,initial_shared
8,33,2.1898632933694973e-05,28,0.39738343980796825,1,0.0,-0.5365790730273796,0.8784690999891609,33,225,412107,4,initial_shared
44,27,0.004042029359362463,8,0.0015071738205226493,2,0.5,-0.01592721693068988,0.5147151999408379,27,137,412108,4,initial_shared
30,324,2.1828302679639878e-05,16,0.0205070212462418,2,0.5,-0.403763188934811,2.3484977000625804,324,401,412109,4,initial_shared
199,285,0.00012645822663895617,24,0.00024498467574684787,3,0.5,-0.33638491819061245,1.1246912999777123,285,1393,412110,4,initial_shared
151,6,0.0005407880162644836,141,1.0274522221855083e-05,3,0.5,-0.3917752970564101,1.6766482000239193,6,41173,412111,4,initial_shared
6,2,0.0025799098004604475,20,0.0010579412488656793,3,0.0,0.5961294416356395,0.504252600017935,2,1001,412112,4,initial_shared
10,6,0.02881696923291354,81,0.029710346717271376,3,0.0,0.966051571232182,0.5992117000278085,6,13933,412113,4,initial_shared
2,395,0.002191115799892158,7,0.16352767981967264,1,0.5,0.9892256537063623,24.888100899988785,395,57,412114,4,initial_shared
2,7,0.0004484023575827671,49,1.2181188977976338e-05,2,0.0,0.7378258195872988,0.8595960999373347,7,2843,412115,4,initial_shared
5,381,0.09832817684608705,10,0.0032901242675299923,3,0.5,0.9552012962323176,12.075100000016391,381,301,412116,4,initial_shared
67,6,0.00035171494184239345,186,0.006324432794520327,3,0.5,-0.1764054763187346,0.5157813000259921,6,71053,412117,4,initial_shared
4,7,9.821600682299258e-05,45,5.708382810854877e-05,3,1.0,-0.2691741369374343,0.7676328000379726,7,4501,412118,4,initial_shared
2,27,0.0013569311899791965,41,0.454152665613944,3,0.0,0.9666840216866069,2.3943887000204995,27,3773,412119,4,initial_shared
6,4,0.0010732982923412062,8,0.204715665351196,2,0.5,-0.5992001046927267,0.4686087000882253,4,137,412120,4,initial_shared
13,35,0.004643517206647062,8,0.01796303454044735,1,1.0,0.6277032080298528,0.695767099969089,35,65,412121,4,initial_shared
3,1,7.524725593967448e-05,15,0.002071660718110894,1,0.0,-0.5695780758980786,0.3326321999775246,1,121,412122,4,initial_shared
2,6,0.01759006475976765,128,1.1949292875207652e-05,3,1.0,0.9093213502334283,0.9430844000307843,6,34049,412123,4,initial_shared
1,22,0.00034261450782312354,42,0.00041379851220842585,3,1.0,0.8984145405255827,3.5711298000533134,22,3949,412124,4,initial_shared
139,6,0.012770817728307881,9,0.0007676258486088855,3,1.0,-0.18705723483482783,0.47201230004429817,6,253,412125,4,initial_shared
4,2,0.00010109168567378743,544,2.0665688392269125e-05,2,1.0,0.1314625718525011,0.6225219999905676,2,300833,412126,4,initial_shared
9,9,0.005743870540520819,38,2.276111755756388e-05,2,1.0,0.8683538334374911,0.5649124999763444,9,1787,422027,4,guided_extension
23,230,0.06405577654130241,22,0.0001108029425234098,1,1.0,0.9911571366500453,1.8754621000261977,230,177,422028,4,guided_extension
73,63,0.0026456736828369925,14,1.4773600550462316e-05,3,0.5,-0.10958052147796704,0.7223385999677703,63,533,422029,4,guided_extension
20,15,0.0016672786785266072,64,0.04411987578451867,1,1.0,0.39006343008089517,0.45177129993680865,15,513,422030,4,guided_extension
1,23,0.003253903350753832,25,0.21927613205750812,1,1.0,0.9317423135203928,3.1383399999467656,23,201,422031,4,guided_extension
1,12,0.0437658123634987,14,0.08581147761683663,3,0.5,0.8014961211853985,2.1055239000124857,12,533,422032,4,guided_extension
4,22,0.0010280448209847631,22,0.00018040422672170896,2,0.5,0.2708739646020826,1.2033093000063673,22,683,422033,4,guided_extension
2,101,0.02444641727342018,55,3.147709769279341e-05,1,1.0,0.9860096447278273,6.688771800021641,101,441,422034,4,guided_extension
3,35,0.08362569239741859,28,0.04221196838366,2,1.0,0.7210616000782817,1.9965184000320733,35,1037,422035,4,guided_extension
22,108,0.001514579123664704,29,1.2553194208922354e-05,3,1.0,0.9826856796836559,1.4367461999645457,108,1973,422036,4,guided_extension
21,55,0.024582065407359445,53,0.02821452995901279,2,1.0,0.9957242129194617,0.8697472000494599,55,3287,422037,4,guided_extension
8,119,0.07085777107025744,10,0.13099868191398503,2,1.0,0.9402631450102705,2.5702168999705464,119,191,422038,4,guided_extension
28,9,0.007537425109999328,15,0.058840357341951706,1,1.0,0.15523921202301627,0.3777542000170797,9,121,422039,4,guided_extension
6,34,0.0017251122500991168,33,0.20275401339856194,1,1.0,0.6282925258194656,1.041970199905336,34,265,422040,4,guided_extension
153,8,0.0025022590424465677,54,0.009851542617110121,2,0.5,-0.2899604294744724,0.41883839992806315,8,3403,422041,4,guided_extension
9,22,0.08735853116697014,52,0.23727659126335365,2,1.0,0.8802896389793267,0.8086792000103742,22,3173,422042,4,guided_extension
45,262,0.001315124448071929,15,0.0015203503785428303,3,0.5,0.7864612116313243,1.7089745999546722,262,601,422043,4,guided_extension
148,217,0.010040817689024956,15,0.04364735896628785,2,0.5,0.978336594979696,0.8145408999407664,217,361,422044,4,guided_extension
36,11,0.00305809682945461,28,6.088099530375599e-05,3,0.5,-0.029364861395026143,0.5552004999481142,11,1849,422045,4,guided_extension
14,15,0.01988597082391356,13,0.0002481630410495319,3,1.0,0.9747949341293172,0.6930461999727413,15,469,422046,4,guided_extension
64,61,0.011638828976783769,4,0.00010267615186313818,2,0.5,0.27473012697081645,0.5980186000233516,61,53,432027,4,broad_extension
85,7,2.2049779970446887e-05,382,4.602260451017842e-05,3,1.0,-0.5157531278071694,0.5609174999408424,7,295669,432028,4,broad_extension
24,33,0.010639645248117663,144,1.428754528190659e-05,2,0.0,0.9801551306916452,0.7259612999623641,33,22033,432029,4,broad_extension
13,1,1.5487538364511174e-05,284,0.004198010946220149,2,0.5,-0.5816623113095263,0.41715289989952,1,83213,432030,4,broad_extension
2,7,4.543748028454435e-05,6,0.0002843800351263401,1,0.0,-0.5507011140779323,0.7583297000965104,7,49,432031,4,broad_extension
9,19,0.02315769421986949,9,0.0003356354919671946,1,0.0,0.9717914176191562,0.6217882999917492,19,73,432032,4,broad_extension
96,32,0.0023717869210155475,40,0.00139006845915632,3,0.0,0.8811919255514952,0.5963653000071645,32,3601,432033,4,broad_extension
58,3,2.213669553028182e-05,428,0.4075076991332921,2,0.0,-0.5720500519331089,0.41946549993008375,3,187037,432034,4,broad_extension
31,259,0.023787809060983836,132,0.0033288426489107704,1,0.5,0.9988048543833927,1.7557273999555036,259,1057,432035,4,broad_extension
7,1,0.04358878993896372,172,0.0194379692681321,3,0.0,0.4789066132470079,0.49688739993143827,1,60889,432036,4,broad_extension
2,62,0.0017433460164692786,77,0.08864223413153961,2,1.0,0.9828994129600309,4.704227300011553,62,6623,432037,4,broad_extension
85,32,0.0004659808884534448,135,2.0224850855222767e-05,2,0.5,-0.01891768754939882,0.5332378000020981,32,19441,432038,4,broad_extension
3,101,0.0002938596051405622,57,0.0009919868757786588,2,0.5,0.9223484220226932,5.02455720002763,101,3763,432039,4,broad_extension
6,8,0.0004540979517261254,117,1.5130439502679438e-05,1,1.0,-0.002478699898772918,0.5064794999780133,8,937,432040,4,broad_extension
256,7,0.0008523216492714343,4,0.000326827178071928,3,0.5,-0.5831731619860254,0.44966980000026524,7,73,432041,4,broad_extension
8,45,0.00028487376752997886,3,0.053657124551462126,1,0.0,-0.4200107539232789,1.1006419999757782,45,25,432042,4,broad_extension
5,48,1.3660744060150965e-05,9,0.000254560238176388,2,0.0,-0.6033699313873935,1.8209281000308692,48,163,432043,4,broad_extension
64,223,2.6805508985020396e-05,133,0.0002991667144181514,1,1.0,-0.43663624168976045,1.0830545999342576,223,1065,432044,4,broad_extension
116,97,0.027683945987023957,339,0.04249962781058465,1,0.0,0.9917070711507572,0.6336801999714226,97,2713,432045,4,broad_extension
48,1,0.0011083650007544322,9,0.17231823196612633,1,1.0,-0.5332034845929452,0.3067619999637827,1,73,432046,4,broad_extension
1,36,0.013301109480896748,99,2.471133741387257e-05,2,0.5,0.9752854159034423,5.3013519999803975,36,10693,512027,5,initial_shared
13,9,0.00020576930983777047,564,0.3012641575598919,1,0.5,-0.08321220029196352,0.4538818000582978,9,4513,512028,5,initial_shared
74,202,0.0056968443947467634,4,8.229932749603191e-05,2,0.0,0.9608889669425945,1.004152600071393,202,53,512029,5,initial_shared
5,98,0.03299440851113553,20,0.0721331856313151,1,0.5,0.9934096000915765,3.0254231001017615,98,161,512030,5,initial_shared
