model,point_interval_norm,point_interval_denorm,initial_interval_norm,initial_interval_norm_log,initial_interval_denorm,optimal_interval_norm,optimal_interval_norm_log,optimal_interval_denorm,suboptimal_interval_norm,suboptimal_interval_norm_log,suboptimal_interval_denorm,final_interval_norm,final_interval_norm_log,final_interval_denorm,initial_metric,optimal_metric,suboptimal_metric,final_metric,initial_points,optimal_points,suboptimal_points,final_points,initial_range,optimal_range,suboptimal_range,final_range,initial_range_log,optimal_range_log,suboptimal_range_log,final_range_log,initial_loss_mean,optimal_loss_mean,suboptimal_loss_mean,final_loss_mean,replication
1,"[[43.0, 43.0], [80.0, 80.0], [0.020220354907053654, 0.020220354907053654], [290.0, 290.0], [0.016923609027051176, 0.016923609027051176], [2.0, 2.0], [0.0, 0.0]]","[[43.0, 80.0, 0.020220354907053654, 290.0, 0.016923609027051176, 2.0, 0.0], [43.0, 80.0, 0.020220354907053654, 290.0, 0.016923609027051176, 2.0, 0.0]]","[[1.0, 90.0], [2.6000000000000036, 157.40000000000003], [0.0035758930471248246, 0.036864816766982486], [170.6, 409.40000000000003], [1.0340273661229509e-05, 0.15393367686493703], [1.6, 2.4], [0.0, 0.2]]","[[1.0, 1.3257069897529796], [1.0691621751126874, 1.3661673562439292], [0.5922509495447997, 0.7611039216089286], [1.371996405587837, 1.4353578693366007], [0.17577057644254818, 0.8645560148166035], [1.0340199675034916, 1.0633684934754608], [0.0, 0.8835052972382798]]","[[1.0, 2.6000000000000036, 0.0035758930471248246, 170.6, 1.0340273661229509e-05, 1.6, 0.0], [90.0, 157.40000000000003, 0.036864816766982486, 409.40000000000003, 0.15393367686493703, 2.4, 0.2]]","[[1.0, 169.9], [2.6000000000000036, 157.40000000000003], [0.0035758930471248246, 0.036864816766982486], [206.42, 409.40000000000003], [1.0340273661229509e-05, 0.15393367686493703], [1.6, 2.4], [0.0, 0.2]]","[[1.0, 1.3716987976173838], [1.0691621751126874, 1.3661673562439292], [0.5922509495447997, 0.7611039216089286], [1.385791862329587, 1.4353578693366007], [0.17577057644254818, 0.8645560148166035], [1.0340199675034916, 1.0633684934754608], [0.0, 0.8835052972382798]]","[[1.0, 2.6000000000000036, 0.0035758930471248246, 206.42, 1.0340273661229509e-05, 1.6, 0.0], [169.9, 157.40000000000003, 0.036864816766982486, 409.40000000000003, 0.15393367686493703, 2.4, 0.2]]","[[1.0, 169.9], [2.6000000000000036, 157.40000000000003], [0.0035758930471248246, 0.036864816766982486], [206.42, 409.40000000000003], [1.0340273661229509e-05, 0.15393367686493703], [1.6, 2.4], [0.0, 0.5]]","[[1.0, 1.3716987976173838], [1.0691621751126874, 1.3661673562439292], [0.5922509495447997, 0.7611039216089286], [1.385791862329587, 1.4353578693366007], [0.17577057644254818, 0.8645560148166035], [1.0340199675034916, 1.0633684934754608], [0.0, 0.9498284100698472]]","[[1.0, 2.6000000000000036, 0.0035758930471248246, 206.42, 1.0340273661229509e-05, 1.6, 0.0], [169.9, 157.40000000000003, 0.036864816766982486, 409.40000000000003, 0.15393367686493703, 2.4, 0.5]]","[[1.0, 169.9], [2.6000000000000036, 157.40000000000003], [0.0035758930471248246, 0.036864816766982486], [206.42, 409.40000000000003], [1.0340273661229509e-05, 0.15393367686493703], [1.6, 2.4], [0.0, 0.35]]","[[1.0, 1.3716987976173838], [1.0691621751126874, 1.3661673562439292], [0.5922509495447997, 0.7611039216089286], [1.385791862329587, 1.4353578693366007], [0.17577057644254818, 0.8645560148166035], [1.0340199675034916, 1.0633684934754608], [0.0, 0.9240114806494989]]","[[1.0, 2.6000000000000036, 0.0035758930471248246, 206.42, 1.0340273661229509e-05, 1.6, 0.0], [169.9, 157.40000000000003, 0.036864816766982486, 409.40000000000003, 0.15393367686493703, 2.4, 0.35]]",inf,-0.988138991860077,-0.6399660243900112,-0.988138991860077,2,2,3,2,2697.2393755887965,4350.889561307928,10877.223903269818,7614.056732288872,1.8484360230547768e-05,1.6501644756531917e-05,1.7740392787262445e-05,1.7258197831181558e-05,0.0,-0.9925388954637895,-0.8162616112982953,-0.9925388954637895,1
2,"[[124.0, 124.0], [300.0, 300.0], [0.05977782434474677, 0.05977782434474677], [9.0, 9.0], [0.0005723314270434777, 0.0005723314270434777], [1.0, 1.0], [1.0, 1.0]]","[[124.0, 300.0, 0.05977782434474677, 9.0, 0.0005723314270434777, 1.0, 1.0], [124.0, 300.0, 0.05977782434474677, 9.0, 0.0005723314270434777, 1.0, 1.0]]","[[1.0, 235.99999999999997], [67.8, 388.0], [0.009844438764960278, 0.08323245382755365], [3.0, 367.20000000000005], [1.0340273661229509e-05, 0.41160253494070104], [1.0, 2.2], [0.4000000000000001, 1.0]]","[[1.0, 1.3954852331265175], [1.3052048555716007, 1.431471850838918], [0.6655391310551174, 0.820049593367092], [1.0795201551091755, 1.427483675627325], [0.17577057644254818, 0.935746448255431], [1.0, 1.0570704031915217], [0.93367677859539, 1.0]]","[[1.0, 67.8, 0.009844438764960278, 3.0, 1.0340273661229509e-05, 1.0, 0.4000000000000001], [235.99999999999997, 388.0, 0.08323245382755365, 367.20000000000005, 0.41160253494070104, 2.2, 1.0]]","[[1.0, 235.99999999999997], [280.65, 388.0], [0.009844438764960278, 0.08323245382755365], [3.0, 367.20000000000005], [1.0340273661229509e-05, 0.41160253494070104], [1.0, 2.2], [0.4000000000000001, 1.0]]","[[1.0, 1.3954852331265175], [1.4080274061008204, 1.431471850838918], [0.6655391310551174, 0.820049593367092], [1.0795201551091755, 1.427483675627325], [0.17577057644254818, 0.935746448255431], [1.0, 1.0570704031915217], [0.93367677859539, 1.0]]","[[1.0, 280.65, 0.009844438764960278, 3.0, 1.0340273661229509e-05, 1.0, 0.4000000000000001], [235.99999999999997, 388.0, 0.08323245382755365, 367.20000000000005, 0.41160253494070104, 2.2, 1.0]]","[[1.0, 235.99999999999997], [276.78, 388.0], [1.0144527909508874e-05, 0.08323245382755365], [3.0, 367.20000000000005], [1.0340273661229509e-05, 0.41160253494070104], [1.0, 3.0], [0.0, 1.0]]","[[1.0, 1.3954852331265175], [1.4070223492498783, 1.431471850838918], [0.17451026672997136, 0.820049593367092], [1.0795201551091755, 1.427483675627325], [0.17577057644254818, 0.935746448255431], [1.0, 1.0795201551091755], [0.0, 1.0]]","[[1.0, 276.78, 1.0144527909508874e-05, 3.0, 1.0340273661229509e-05, 1.0, 0.0], [235.99999999999997, 388.0, 0.08323245382755365, 367.20000000000005, 0.41160253494070104, 3.0, 1.0]]","[[1.0, 235.99999999999997], [278.715, 388.0], [0.004927291646434893, 0.08323245382755365], [3.0, 367.20000000000005], [1.0340273661229509e-05, 0.41160253494070104], [1.0, 2.6], [0.20000000000000004, 1.0]]","[[1.0, 1.3954852331265175], [1.407526622110187, 1.431471850838918], [0.615449355551477, 0.820049593367092], [1.0795201551091755, 1.427483675627325], [0.17577057644254818, 0.935746448255431], [1.0, 1.0691621751126874], [0.8835052972382798, 1.0]]","[[1.0, 278.715, 0.004927291646434893, 3.0, 1.0340273661229509e-05, 1.0, 0.20000000000000004], [235.99999999999997, 388.0, 0.08323245382755365, 367.20000000000005, 0.41160253494070104, 2.6, 1.0]]",inf,-0.9919526904311337,-0.2505129105977555,-0.9919526904311337,3,2,7,2,596010.4844265843,199818.00594376595,652120.094968172,385865.41415496514,7.723036430721741e-06,1.4339638036610142e-06,0.00013126040088280152,4.128228591363494e-06,0.0,-0.9931427758605258,-0.5135738728211173,-0.9931427758605258,1
3,"[[9.0, 9.0], [276.0, 276.0], [0.0013103178528687204, 0.0013103178528687204], [14.000000000000002, 14.000000000000002], [0.019041370119917765, 0.019041370119917765], [2.0, 2.0], [0.0, 0.0]]","[[9.0, 276.0, 0.0013103178528687204, 14.000000000000002, 0.019041370119917765, 2.0, 0.0], [9.0, 276.0, 0.0013103178528687204, 14.000000000000002, 0.019041370119917765, 2.0, 0.0]]","[[1.0, 103.0], [121.20000000000005, 388.0], [1.0144527909508874e-05, 0.034599241572726376], [3.0, 252.8], [1.0340273661229509e-05, 0.29306150579568946], [1.2, 2.8], [0.0, 0.4]]","[[1.0, 1.3354727748222428], [1.34725033971841, 1.431471850838918], [0.17451026672997136, 0.7565131337367994], [1.0795201551091755, 1.4004627438525579], [0.17577057644254818, 0.9111599771600178], [1.0131968613223261, 1.0745262866311267], [0.0, 0.93367677859539]]","[[1.0, 121.20000000000005, 1.0144527909508874e-05, 3.0, 1.0340273661229509e-05, 1.2, 0.0], [103.0, 388.0, 0.034599241572726376, 252.8, 0.29306150579568946, 2.8, 0.4]]","[[1.0, 103.0], [121.20000000000005, 388.0], [1.0144527909508874e-05, 0.034599241572726376], [3.0, 175.19000000000003], [1.0340273661229509e-05, 0.29306150579568946], [1.2, 2.8], [0.0, 0.5]]","[[1.0, 1.3354727748222428], [1.34725033971841, 1.431471850838918], [0.17451026672997136, 0.7565131337367994], [1.0795201551091755, 1.3739181197368344], [0.17577057644254818, 0.9111599771600178], [1.0131968613223261, 1.0745262866311267], [0.0, 0.9498284100698472]]","[[1.0, 121.20000000000005, 1.0144527909508874e-05, 3.0, 1.0340273661229509e-05, 1.2, 0.0], [103.0, 388.0, 0.034599241572726376, 175.19000000000003, 0.29306150579568946, 2.8, 0.5]]","[[1.0, 124.15], [94.11000000000003, 388.0], [1.0144527909508874e-05, 0.034599241572726376], [3.0, 175.19000000000003], [1.0340273661229509e-05, 0.29306150579568946], [1.0, 3.0], [0.0, 1.0]]","[[1.0, 1.348991023588277], [1.3289392001469147, 1.431471850838918], [0.17451026672997136, 0.7565131337367994], [1.0795201551091755, 1.3739181197368344], [0.17577057644254818, 0.9111599771600178], [1.0, 1.0795201551091755], [0.0, 1.0]]","[[1.0, 94.11000000000003, 1.0144527909508874e-05, 3.0, 1.0340273661229509e-05, 1.0, 0.0], [124.15, 388.0, 0.034599241572726376, 175.19000000000003, 0.29306150579568946, 3.0, 1.0]]","[[1.0, 113.575], [107.65500000000006, 388.0], [1.0144527909508874e-05, 0.034599241572726376], [3.0, 175.19000000000003], [1.0340273661229509e-05, 0.29306150579568946], [1.1, 2.9], [0.0, 0.75]]","[[1.0, 1.3425470277083411], [1.3386722713240733, 1.431471850838918], [0.17451026672997136, 0.7565131337367994], [1.0795201551091755, 1.3739181197368344], [0.17577057644254818, 0.9111599771600178], [1.0068987737801414, 1.07706627998199], [0.0, 0.9791769028666184]]","[[1.0, 107.65500000000006, 1.0144527909508874e-05, 3.0, 1.0340273661229509e-05, 1.1, 0.0], [113.575, 388.0, 0.034599241572726376, 175.19000000000003, 0.29306150579568946, 2.9, 0.75]]",inf,-0.9919526904311337,-0.02871852076478701,-0.9919526904311337,2,2,13,2,44100.25318806008,37998.51179169369,126339.69512865396,74363.38367393136,0.00022223661036935971,0.00020738228438688656,0.0003585345010097731,0.00027519510671678374,0.0,-0.9920199081508491,-0.2087664581290188,-0.9920199081508491,1
4,"[[1.0, 1.0], [296.0, 296.0], [0.011993709537195689, 0.011993709537195689], [115.0, 115.0], [9.166504135865115e-05, 9.166504135865115e-05], [2.0, 2.0], [0.5, 0.5]]","[[1.0, 296.0, 0.011993709537195689, 115.0, 9.166504135865115e-05, 2.0, 0.5], [1.0, 296.0, 0.011993709537195689, 115.0, 9.166504135865115e-05, 2.0, 0.5]]","[[1.0, 142.00000000000003], [63.80000000000004, 388.0], [1.0144527909508874e-05, 0.061927095116982175], [3.0, 473.2], [1.0340273661229509e-05, 0.4111218685550162], [1.0, 3.0], [0.0, 1.0]]","[[1.0, 1.3587146262265832], [1.3008033534328085, 1.431471850838918], [0.17451026672997136, 0.7986478957741996], [1.0795201551091755, 1.4458406848255596], [0.17577057644254818, 0.9356618714278272], [1.0, 1.0795201551091755], [0.0, 1.0]]","[[1.0, 63.80000000000004, 1.0144527909508874e-05, 3.0, 1.0340273661229509e-05, 1.0, 0.0], [142.00000000000003, 388.0, 0.061927095116982175, 473.2, 0.4111218685550162, 3.0, 1.0]]","[[1.0, 142.00000000000003], [63.80000000000004, 388.0], [0.0008423676209059503, 0.061927095116982175], [3.0, 473.2], [0.0068608436655555214, 0.16450374644682167], [1.02, 2.98], [0.0, 1.0]]","[[1.0, 1.3587146262265832], [1.3008033534328085, 1.431471850838918], [0.48766945191718336, 0.7986478957741996], [1.0795201551091755, 1.4458406848255596], [0.6394067569239825, 0.8693630092638851], [1.0014333604373078, 1.0790359901989153], [0.0, 1.0]]","[[1.0, 63.80000000000004, 0.0008423676209059503, 3.0, 0.0068608436655555214, 1.02, 0.0], [142.00000000000003, 388.0, 0.061927095116982175, 473.2, 0.16450374644682167, 2.98, 1.0]]","[[1.0, 142.00000000000003], [48.320000000000036, 388.0], [1.0144527909508874e-05, 0.061927095116982175], [3.0, 473.2], [1.0340273661229509e-05, 0.17135424983871597], [1.0, 3.0], [0.0, 1.0]]","[[1.0, 1.3587146262265832], [1.2806877297342703, 1.431471850838918], [0.17451026672997136, 0.7986478957741996], [1.0795201551091755, 1.4458406848255596], [0.17577057644254818, 0.8723161726131038], [1.0, 1.0795201551091755], [0.0, 1.0]]","[[1.0, 48.320000000000036, 1.0144527909508874e-05, 3.0, 1.0340273661229509e-05, 1.0, 0.0], [142.00000000000003, 388.0, 0.061927095116982175, 473.2, 0.17135424983871597, 3.0, 1.0]]","[[1.0, 142.00000000000003], [56.06000000000004, 388.0], [0.0004262560744077296, 0.061927095116982175], [3.0, 473.2], [0.0034355919696083754, 0.16792899814276882], [1.01, 2.99], [0.0, 1.0]]","[[1.0, 1.3587146262265832], [1.2914420900508887, 1.431471850838918], [0.4384480092492935, 0.7986478957741996], [1.0795201551091755, 1.4458406848255596], [0.589354619162886, 0.8708546508286338], [1.000720228194985, 1.0792784774748239], [0.0, 1.0]]","[[1.0, 56.06000000000004, 0.0004262560744077296, 3.0, 0.0034355919696083754, 1.01, 0.0], [142.00000000000003, 388.0, 0.061927095116982175, 473.2, 0.16792899814276882, 2.99, 1.0]]",inf,-0.9920871258705645,-0.2606217925974442,-0.9920871258705645,27,2,30,2,1094243.4562278762,405674.6623112062,477837.1826472564,440814.68291099713,0.0006475753296783418,9.528689765409e-05,0.0006849724251930703,0.00014656980378744338,0.0,-0.9945129624690332,-0.3759101681755445,-0.9945129624690332,1
5,"[[3.0, 3.0], [88.0, 88.0], [0.0008572366486255052, 0.0008572366486255052], [35.0, 35.0], [0.045919687936681323, 0.045919687936681323], [3.0, 3.0], [1.0, 1.0]]","[[3.0, 88.0, 0.0008572366486255052, 35.0, 0.045919687936681323, 3.0, 1.0], [3.0, 88.0, 0.0008572366486255052, 35.0, 0.045919687936681323, 3.0, 1.0]]","[[1.0, 144.00000000000003], [1.0, 320.2], [1.0144527909508874e-05, 0.05079062222841199], [3.0, 393.20000000000005], [1.0340273661229509e-05, 0.4569498914503389], [1.8000000000000003, 3.0], [0.4000000000000001, 1.0]]","[[1.0, 1.3597269840982587], [1.0, 1.4175701188828385], [0.17451026672997136, 0.7842986238867709], [1.0795201551091755, 1.4324354813610163], [0.17577057644254818, 0.9433115198732374], [1.0425453822677453, 1.0795201551091755], [0.93367677859539, 1.0]]","[[1.0, 1.0, 1.0144527909508874e-05, 3.0, 1.0340273661229509e-05, 1.8000000000000003, 0.4000000000000001], [144.00000000000003, 320.2, 0.05079062222841199, 393.20000000000005, 0.4569498914503389, 3.0, 1.0]]","[[1.0, 144.00000000000003], [4.87, 320.2], [0.0008423676209059503, 0.04829395294942267], [3.0, 393.20000000000005], [0.0068608436655555214, 0.1349762320313071], [2.0, 3.0], [0.4000000000000001, 1.0]]","[[1.0, 1.3597269840982587], [1.11458809438882, 1.4175701188828385], [0.48766945191718336, 0.7806502347112229], [1.0795201551091755, 1.4324354813610163], [0.6394067569239825, 0.8550433577515966], [1.0501716261212755, 1.0795201551091755], [0.93367677859539, 1.0]]","[[1.0, 4.87, 0.0008423676209059503, 3.0, 0.0068608436655555214, 2.0, 0.4000000000000001], [144.00000000000003, 320.2, 0.04829395294942267, 393.20000000000005, 0.1349762320313071, 3.0, 1.0]]","[[1.0, 144.00000000000003], [1.0, 320.2], [1.0144527909508874e-05, 0.04829395294942267], [3.0, 476.78000000000003], [0.0068608436655555214, 0.1418267354232014], [2.0, 3.0], [0.4000000000000001, 1.0]]","[[1.0, 1.3597269840982587], [1.0, 1.4175701188828385], [0.17451026672997136, 0.7806502347112229], [1.0795201551091755, 1.446386233675555], [0.6394067569239825, 0.8586267992721637], [1.0501716261212755, 1.0795201551091755], [0.93367677859539, 1.0]]","[[1.0, 1.0, 1.0144527909508874e-05, 3.0, 0.0068608436655555214, 2.0, 0.4000000000000001], [144.00000000000003, 320.2, 0.04829395294942267, 476.78000000000003, 0.1418267354232014, 3.0, 1.0]]","[[1.0, 144.00000000000003], [2.9349999999999996, 320.2], [0.0004262560744077296, 0.04829395294942267], [3.0, 434.99], [0.0068608436655555214, 0.13840148372725425], [2.0, 3.0], [0.4000000000000001, 1.0]]","[[1.0, 1.3597269840982587], [1.077934630902274, 1.4175701188828385], [0.4384480092492935, 0.7806502347112229], [1.0795201551091755, 1.439746441463911], [0.6394067569239825, 0.8568572519623447], [1.0501716261212755, 1.0795201551091755], [0.93367677859539, 1.0]]","[[1.0, 2.9349999999999996, 0.0004262560744077296, 3.0, 0.0068608436655555214, 2.0, 0.4000000000000001], [144.00000000000003, 320.2, 0.04829395294942267, 434.99, 0.13840148372725425, 3.0, 1.0]]",inf,-0.9874906065591266,0.11238993368204363,-0.9874906065591266,38,2,9,2,297559.7700698471,64178.840663445044,84557.55967154326,74043.27652126012,6.084498038623135e-05,4.730139639773168e-06,1.4253289855700269e-05,6.374654643005355e-06,0.0,-0.9891704482370846,-0.11259954526513354,-0.9891704482370846,1
7,"[[1.0, 1.0], [33.0, 33.0], [0.0011991472755404744, 0.0011991472755404744], [378.0, 378.0], [0.0560806912389482, 0.0560806912389482], [3.0, 3.0], [0.5, 0.5]]","[[1.0, 33.0, 0.0011991472755404744, 378.0, 0.0560806912389482, 3.0, 0.5], [1.0, 33.0, 0.0011991472755404744, 378.0, 0.0560806912389482, 3.0, 0.5]]","[[1.0, 48.0], [1.0, 110.40000000000002], [1.0144527909508874e-05, 0.017843609135469302], [258.59999999999997, 497.3999999999999], [1.0340273661229509e-05, 0.19309075907683404], [2.6, 3.0], [0.3, 0.7]]","[[1.0, 1.2802067817394875], [1.0, 1.3404947491929708], [0.17451026672997136, 0.7085844553279249], [1.4021046522162954, 1.4494508587198085], [0.17577057644254818, 0.8809605594024353], [1.0691621751126874, 1.0795201551091755], [0.9128537176530648, 0.9741830395587325]]","[[1.0, 1.0, 1.0144527909508874e-05, 258.59999999999997, 1.0340273661229509e-05, 2.6, 0.3], [48.0, 110.40000000000002, 0.017843609135469302, 497.3999999999999, 0.19309075907683404, 3.0, 0.7]]","[[1.0, 48.0], [4.87, 110.40000000000002], [1.0144527909508874e-05, 0.007856932019512009], [258.59999999999997, 479.48999999999995], [1.0340273661229509e-05, 0.19309075907683404], [2.6, 3.0], [0.3, 0.7]]","[[1.0, 1.2802067817394875], [1.11458809438882, 1.3404947491929708], [0.17451026672997136, 0.6492179975624868], [1.4021046522162954, 1.4467964877910389], [0.17577057644254818, 0.8809605594024353], [1.0691621751126874, 1.0795201551091755], [0.9128537176530648, 0.9741830395587325]]","[[1.0, 4.87, 1.0144527909508874e-05, 258.59999999999997, 1.0340273661229509e-05, 2.6, 0.3], [48.0, 110.40000000000002, 0.007856932019512009, 479.48999999999995, 0.19309075907683404, 3.0, 0.7]]","[[1.0, 116.14999999999999], [1.0, 110.40000000000002], [1.0144527909508874e-05, 0.00868915511250845], [91.43999999999994, 479.48999999999995], [1.0340273661229509e-05, 0.6850606794630905], [2.0, 3.0], [0.0, 1.0]]","[[1.0, 1.3441697723516857], [1.0, 1.3404947491929708], [0.17451026672997136, 0.6565045405367242], [1.3268559409818002, 1.4467964877910389], [0.17577057644254818, 0.9726215420851939], [1.0501716261212755, 1.0795201551091755], [0.0, 1.0]]","[[1.0, 1.0, 1.0144527909508874e-05, 91.43999999999994, 1.0340273661229509e-05, 2.0, 0.0], [116.14999999999999, 110.40000000000002, 0.00868915511250845, 479.48999999999995, 0.6850606794630905, 3.0, 1.0]]","[[1.0, 82.07499999999999], [2.9349999999999996, 110.40000000000002], [1.0144527909508874e-05, 0.008273043566010229], [175.01999999999995, 479.48999999999995], [1.0340273661229509e-05, 0.43907571926996225], [2.3, 3.0], [0.15, 0.85]]","[[1.0, 1.319035053973909], [1.077934630902274, 1.3404947491929708], [0.17451026672997136, 0.6529529199531143], [1.3738478475554226, 1.4467964877910389], [0.17577057644254818, 0.9404233336880296], [1.0602879273940458, 1.0795201551091755], [0.8626822966141003, 0.988236501243872]]","[[1.0, 2.9349999999999996, 1.0144527909508874e-05, 175.01999999999995, 1.0340273661229509e-05, 2.3, 0.15], [82.07499999999999, 110.40000000000002, 0.008273043566010229, 479.48999999999995, 0.43907571926996225, 3.0, 0.85]]",inf,-0.9874238927005494,0.023907024469115773,-0.9874238927005494,5,2,13,2,676.4620562648963,265.58280727991075,29064.41966815361,4715.8092235476515,1.0807498998283772e-06,6.016051273852114e-07,0.00015843622584158062,5.398080625943015e-06,0.0,-0.9874572496298379,-0.1398434854520416,-0.9874572496298379,1
8,"[[32.0, 32.0], [47.0, 47.0], [0.005142624587617373, 0.005142624587617373], [344.0, 344.0], [0.005615946350266414, 0.005615946350266414], [3.0, 3.0], [0.5, 0.5]]","[[32.0, 47.0, 0.005142624587617373, 344.0, 0.005615946350266414, 3.0, 0.5], [32.0, 47.0, 0.005142624587617373, 344.0, 0.005615946350266414, 3.0, 0.5]]","[[1.0, 126.0], [1.0, 201.79999999999998], [1.0144527909508874e-05, 0.038431548307475034], [105.19999999999997, 582.8], [1.0340273661229509e-05, 0.27963608202603807], [2.2, 3.0], [0.09999999999999998, 0.8999999999999999]]","[[1.0, 1.3500616603733848], [1.0, 1.38415342715385], [0.17451026672997136, 0.7641164749809107], [1.3370025272155774, 1.4609198182290066], [0.17577057644254818, 0.9077657279067998], [1.0570704031915217, 1.0795201551091755], [0.8333339968351549, 0.9923737601677081]]","[[1.0, 1.0, 1.0144527909508874e-05, 105.19999999999997, 1.0340273661229509e-05, 2.2, 0.09999999999999998], [126.0, 201.79999999999998, 0.038431548307475034, 582.8, 0.27963608202603807, 3.0, 0.8999999999999999]]","[[1.0, 126.0], [1.0, 201.79999999999998], [0.0008423676209059503, 0.038431548307475034], [105.19999999999997, 469.37], [1.0340273661229509e-05, 0.27963608202603807], [2.2, 3.0], [0.09999999999999998, 0.8999999999999999]]","[[1.0, 1.3500616603733848], [1.0, 1.38415342715385], [0.48766945191718336, 0.7641164749809107], [1.3370025272155774, 1.445252450212993], [0.17577057644254818, 0.9077657279067998], [1.0570704031915217, 1.0795201551091755], [0.8333339968351549, 0.9923737601677081]]","[[1.0, 1.0, 0.0008423676209059503, 105.19999999999997, 1.0340273661229509e-05, 2.2, 0.09999999999999998], [126.0, 201.79999999999998, 0.038431548307475034, 469.37, 0.27963608202603807, 3.0, 0.8999999999999999]]","[[1.0, 126.0], [1.0, 228.89], [1.0144527909508874e-05, 0.038431548307475034], [93.25999999999999, 475.34], [1.0340273661229509e-05, 0.6850606794630905], [1.9800000000000002, 3.0], [0.0, 1.0]]","[[1.0, 1.3500616603733848], [1.0, 1.3932710359930207], [0.17451026672997136, 0.7641164749809107], [1.328282473151638, 1.4461672891152773], [0.17577057644254818, 0.9726215420851939], [1.049444158972424, 1.0795201551091755], [0.0, 1.0]]","[[1.0, 1.0, 1.0144527909508874e-05, 93.25999999999999, 1.0340273661229509e-05, 1.9800000000000002, 0.0], [126.0, 228.89, 0.038431548307475034, 475.34, 0.6850606794630905, 3.0, 1.0]]","[[1.0, 126.0], [1.0, 215.34499999999997], [0.0004262560744077296, 0.038431548307475034], [99.22999999999998, 472.35499999999996], [1.0340273661229509e-05, 0.48234838074456426], [2.0900000000000003, 3.0], [0.04999999999999999, 0.95]]","[[1.0, 1.3500616603733848], [1.0, 1.3888556985615814], [0.4384480092492935, 0.7641164749809107], [1.332773736152688, 1.4457113149819012], [0.17577057644254818, 0.9472268856540677], [1.0533576727400353, 1.0795201551091755], [0.7831630583359291, 0.9962872716264741]]","[[1.0, 1.0, 0.0004262560744077296, 99.22999999999998, 1.0340273661229509e-05, 2.0900000000000003, 0.04999999999999999], [126.0, 215.34499999999997, 0.038431548307475034, 472.35499999999996, 0.48234838074456426, 3.0, 0.95]]",inf,-0.9874238927005494,-0.21680513993298708,-0.9874238927005494,6,2,19,2,82426.79074734283,61489.06234143411,292203.53953547386,150091.88483827614,2.5678443188680173e-05,1.0517541768382214e-05,0.0002293261351074687,2.153625944191534e-05,0.0,-0.9874572496298379,-0.35350508342796977,-0.9874572496298379,1
